名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
铁道国际旅行社,陕西,西安,鄠邑区,029,84813348,人民路,丰京路与人民路交叉路口往西约50米,景点,旅行社,108.623319,34.108171
王寨村纪念堂,陕西,西安,鄠邑区,029,,鄠邑区其他,472村道,景点,纪念馆,108.680786,34.048904
农民画庄,陕西,西安,鄠邑区,029,,鄠邑区其他,大张路,景点,展览馆,108.608132,34.200116
大圆寺,陕西,西安,鄠邑区,029,,鄠邑区其他,南紫阁峪风景区内杜家庄村,景点,宗教,108.733528,33.99107
万花山瀑布公园,陕西,西安,鄠邑区,029,84951125,鄠邑区其他,烂家湾,景点,城市公园,108.707336,33.979168
新盛寺,陕西,西安,鄠邑区,029,,草堂路,南环西路21号,景点,宗教,108.602921,34.100929
总城隍庙,陕西,西安,鄠邑区,029,,草堂路,建行对面车站南路,景点,宗教,108.610832,34.103077
庞光镇杨家堡文化体育广场,陕西,西安,鄠邑区,029,,鄠邑区其他,安顺街南50米,景点,公园/广场,108.665947,34.03437
汉寿亭侯关帝庙,陕西,西安,鄠邑区,029,,鄠邑区其他,春风街与319村道交叉口东200米,景点,宗教,108.623122,34.208232
华佗庙,陕西,西安,鄠邑区,029,,人民路,宜家客栈211室,景点,宗教,108.625458,34.109123
余下镇综合文化站,陕西,西安,鄠邑区,029,,鄠邑区其他,东灵路与团结东路交叉口西南50米,景点,展览馆,108.636337,34.063622
户县文庙,陕西,西安,鄠邑区,029,,草堂路,甘亭街道东街与北街交口棂星门,景点,宗教,108.605141,34.108231
龙窝酒文化博物馆,陕西,西安,鄠邑区,029,84995011,鄠邑区其他,涝店街道龙窝村995村道,景点,博物馆,108.544769,34.184925
